comment,like_count,final_text,sentiment
"Langgar ham langgar ham, ndas mu etik.",0,"Langgar ham langgar ham, ndas mu etik.",negatif
"3x pilih beliau,. alhamdulilaah menang telak satu putaran,. sehat selalu my president,. bismilah indonesia maju dan militer yang kuat.",0,"Pilih beliau, alhamdulilah menang telak satu putaran, sehat selalu my president, semoga Indonesia maju dan militer yang kuat.",positif
2 x dulu tidak memilih beliau. Yg ketiga akhirnya aku sadar dia pemimpin yg baik dan jg pemimpin yg teruji,0,2 kali dulu tidak memilih beliau. Yang ketiga akhirnya aku sadar dia pemimpin yang baik dan juga pemimpin yang teruji.,positif
tidak sia² saya memilih bapak sudah 3 kali. Alhamdulillah Syukron,0,saya memilih bapak sudah 3 kali. Alhamdulillah Syukron,positif
"Terima kasih kepada Allah SWT karna suara kami tidak sia sia memilih pak Prabowo dan mas Gibran menjadi capres dan wapres, doa kami SDH tercapai pak Indonesia maju lanjutkan",0,"Terima kasih kepada Allah SWT karena suara kami tidak sia-sia memilih pak Prabowo dan mas Gibran menjadi capres dan wapres, doa kami sudah tercapai pak Indonesia maju lanjutkan",positif
"Selamat Jendral, Semoga bisa membawa Indonesia menjadi lebih baik lagi..",0,"Selamat Jenderal, Semoga bisa membawa Indonesia menjadi lebih baik lagi.",positif
Alhmdlh ya allah.. Aku kok lihatnya... Trimksih pak.. Semoga amanah... Amin masih banyak rakyat yang butuh bapk....,0,Alhamdulillah ya Allah.. Aku kok lihatnya... Terima kasih pak.. Semoga amanah... Amin masih banyak rakyat yang butuh bapak....,positif
Betulkan 1 putaran prabowo presoden  alhamdullilah,0,1 putaran Prabowo Presiden Alhamdulillah,positif
Selamat prabowo Gibran atas kemenangannya dalam satu putaran,0,Selamat Prabowo Gibran atas kemenangannya dalam satu putaran,positif
selamat jendral atas kemenangannya.  saya sebgai pendukung anda dn ingin sekali negara ini di pimpin oleh  anda.  semoga bisa mah dan bisa pro rakyat kecil dan bisa memakukan indonesia. saya ingin menyampaikan apabila nnti anda sudah di lantik semoga bisa menyetabilkan emua harga bhan poko yg semakin hari semakin melambung tinggi. kmi mohon  harga bahanpoko semuanya di turunkan dan setabil,0,Selamat Jenderal atas kemenangannya. Saya sebagai pendukung Anda dan ingin sekali negara ini dipimpin oleh Anda. Semoga bisa adil dan bisa pro rakyat kecil dan bisa memajukan Indonesia. Saya ingin menyampaikan apabila nanti Anda sudah dilantik semoga bisa menstabilkan semua harga bahan pokok yang semakin hari semakin melambung tinggi. Kami mohon harga bahan pokok,positif
"Selamat  buat Prabowo, smoga selamat dan sukes memimpin negeri ini 5 tahun kedepan.",0,"Selamat buat Prabowo, semoga selamat dan sukses memimpin negeri ini 5 tahun ke depan.",positif
KIRAIN ADA DUA PUTARAN RUPA-RUPANYA CUMA ADA DUA PROVINSI,0,"Kira-kira ada dua putaran, ternyata hanya ada dua provinsi.",netral
Emak emak kipasan nggk tuh,0,"Emak-emak kipasan tidak, ya.",negatif
selamat saya ucapkan kepada bapak prabowo dan pak gibran atas kemenangannya semoga kedepan indonesia lebih maju,0,"Selamat saya ucapkan kepada Bapak Prabowo dan Pak Gibran atas kemenangannya, semoga ke depan Indonesia lebih maju.",positif
"Selamat ya pakk gemoyyyy, semoga amanah...",0,"Selamat ya pak, semoga amanah.",positif
"Alhamdulillah.. Semoga pak prabowo bisa membawa kemakmuran Indonesia.. Mensejahterakan buruh, petani, dan masyarakat.. Amin...",0,"Alhamdulillah.. Semoga pak Prabowo bisa membawa kemakmuran Indonesia.. Mensejahterakan buruh, petani, dan masyarakat.. Amin...",positif
fahri hamzah blom kesebut ya?,0,Fahri Hamzah belum disebut ya?,netral
Rakyat yg mana,0,Rakyat yang mana,netral
Selamat Pak Prabowo dan Nak Gibran. Selamat melaksanakan Tugas yang sudah diberikan Rakyat Indonesia atas seizin Allah Yg Maha kuasa.. bawa Indonesia menuju kemakmuran untuk semua rakyat.. ️️,9,Selamat Pak Prabowo dan Nak Gibran. Selamat melaksanakan Tugas yang sudah diberikan Rakyat Indonesia atas seizin Allah Yang Maha Kuasa.. bawa Indonesia menuju kemakmuran untuk semua rakyat..,positif
"Alhamdulillah tugas saya untuk memilih anda pak prabowo telah selesai,sekarang giliran anda mempin Indonesia lebih maju.",0,"Alhamdulillah tugas saya untuk memilih Anda Pak Prabowo telah selesai, sekarang giliran Anda memimpin Indonesia lebih maju.",positif
Gibran dimana??,0,Gibran dimana?,netral
Cirebon. Stiap milih selalu prabowo  allhamdhulillah. Sekarang berhasil .....aamiiinnn,0,"Cirebon. Setiap memilih selalu Prabowo, alhamdulillah. Sekarang berhasil, aamiin.",positif
"Alhamdulillah, selamat buat Pak Prabowo dan Mas Gibran serta segenap tim, semoga berkah dan amanah, aamiin ya robbal a'lamiin.",2,"Selamat untuk Pak Prabowo dan Mas Gibran serta seluruh tim, semoga diberkahi dan amanah, aamiin ya robbal a'lamiin.",positif
"selamat pak prabowo, semoga bapak amanah dan menunaikan semua janji demi kepentingan rakyat, bangsa dan negara. Aamiin",0,"Selamat Pak Prabowo, semoga Bapak amanah dan menunaikan semua janji demi kepentingan rakyat, bangsa, dan negara. Aamiin",positif
Alhamdulillah,1,Alhamdulillah,positif
Selamat pak ...kuserahkan padamu pemerintahan ini,0,"Selamat pak, kuserahkan padamu pemerintahan ini.",positif
Sumbawa NTB Hadir ️♥️♥️,0,Sumbawa NTB Hadir,netral
Yg gk sejalan sikat z... bikin gadu negri. Ini...koar mulu mnjbat bnyk korupsi kerj g becus...... sejatrakn rakyatnya itu yg utama ...,0,Yg tidak sejalan sikat z... bikin gaduh negara. Ini... koar mulu menjatuhkan banyak korupsi kerja tidak becus...... sejatinya rakyatnya itu yang utama ...,negatif
"Congrats bagi pemenang pemilu 2024.
We wait and see kinerjanya.",0,Selamat kepada pasangan calon pemenang pemilu 2024. Kita tunggu dan lihat kinerjanya.,netral
Alhamdulillah,0,Alhamdulillah,positif
KAGA MALU INI MANUSIA???,0,KAGA MALU INI MANUSIA???,negatif
Hongkong yg telah melobangi wajamu di kertas pemilu yg begitu besar jendral mohon maaf yg sebesar besarnya semoga sehat adil dan amanah aamiin aamiin aamiin,0,"Hongkong yang telah melobangi wajahmu di kertas pemilu yang begitu besar, Jendral mohon maaf yang sebesar-besarnya. Semoga sehat, adil, dan amanah. Amin.",positif
"Ya udah siap siap lah bagi bagi jabatan,Semoga Indonesia bisa maju di tangan kalian",0,"Ya, siap-siap bagi-bagi jabatan. Semoga Indonesia bisa maju di tangan kalian.",netral
Allhamdulillah jendral semoga menjadi pemimpin yang berjuang untuk rakyat Aamiin,0,Alhamdulillah Jenderal semoga menjadi pemimpin yang berjuang untuk rakyat Aamiin,positif
SELAMAT KEPADA PAK PRABOWO & MAS GIBRAN BE PRESIDENT 2024-2029..DAN KPD SELURUH ELEMEN MASYARAKAT PENDUKUNG AMIN &  GANJAR- MAHFUD..MARILAH SALING BERSATU PADU  MENGARUNGI  SAMUDRA KARENA KITA SATU PERAHU DALAM NKRI,0,SELAMAT KEPADA PAK PRABOWO & MAS GIBRAN MENJADI PRESIDEN 2024-2029..DAN KEPADA SELURUH ELEMEN MASYARAKAT PENDUKUNG AMIN & GANJAR-MAHFUD..MARILAH SALING BERSATU PADU MENGARUNGI SAMUDRA KARENA KITA SATU PERAHU DALAM NKRI,positif
Akirnya jagoan yg di tunggu mayoritas rakyat Indonesia terpilih. Semoga amanah,0,Akhirnya jagoan yang ditunggu mayoritas rakyat Indonesia terpilih. Semoga amanah.,positif
Hormat jenderal tugas rakyat sudah selesai  semoga kedepannya Indonesia lebih maju dalam segala aspek,0,Hormat jenderal tugas rakyat sudah selesai semoga kedepannya Indonesia lebih maju dalam segala aspek,positif
"Tinggal tunggu guru2 besar dan rohaniawan2 turun gunung.... Membawa panji ""Tegakan Etik dan Moral Bangsa yg telah dirusak Rezim"" Itu tinggal tunggu waktu saja",1,"Tinggal tunggu guru besar dan rohaniawan turun gunung. Membawa panji ""Tegakan Etik dan Moral Bangsa yang telah dirusak Rezim"". Itu tinggal tunggu waktu saja.",negatif
"Alhamdulillah 02 menang 
Tetap rendah bpk .prabowo ,mas gibran 
Semoga selalu menyayangi rakyat 
Pilihan ku 02 menang Alhamdulillah
Salam santun dr Cilacap",0,"Alhamdulillah 02 menang 
Tetap rendah bapak Prabowo, Mas Gibran 
Semoga selalu menyayangi rakyat 
Pilihan ku 02 menang Alhamdulillah
Salam santun dari Cilacap",positif
"Kalau terpilih jujur dan adil pasti berkah ,kalau tidak jujur dan adil dijamin kualat.",0,"Kalau terpilih jujur dan adil pasti berkah, kalau tidak jujur dan adil dijamin kualat.",negatif
Smga amanah,0,Semoga amanah,positif
It seems impossible until it's done..nelson mandela,0,It seems impossible until it's done. Nelson Mandela,netral
"Selamat bekerja untuk Nkri  lebih maju lagi ,",0,Selamat bekerja untuk NKRI lebih maju lagi.,positif
"Hidup Pak Prabowo, semoga kedepannya indonesia semakin maju, damai sejahtera, dan aman sentosa God bless",13,"Hidup Pak Prabowo, semoga kedepannya Indonesia semakin maju, damai sejahtera, dan aman sentosa God bless",positif
"Selamat ya pak prabowo semoga menjadi pemimpin yang amanah,ju2r,tanggung jawab untuk rakyat & NKRI",0,"Selamat ya pak Prabowo, semoga menjadi pemimpin yang amanah, jujur, tanggung jawab untuk rakyat dan NKRI.",positif
Pak Prabowo ️,0,Pak Prabowo,netral
"Pk prabowo mengajarkn prjuangan itu membtuhkn pengorbanan, kesabaran,keteguhan,keyakinan,kegigihan dll, bygkn sj sejak 2004 beliau ikut kontestasi partai golkar sbg tiket maju mnjd capres tp ggl, kmdian 2007(koreksi jika slh) mndirikn partai gerindra dn kmdian 2009 maju mnjd cawapres megawati namun tdk trpilih, kmdian 2014,2019,2024 trs mncalonkn diri dn akhirnya yg maha kuasa membuka ht rkyt utk memilih beliau, semoga prjuangn dn kegigihannya ttp mnjd smngt beliau yg mencita2kan dn mnghendaki negara indonesia smkn maju dn brhsl mnsejahterakan semua lapisan msyrkt tnp trkcuali.
Slmt dn sukses pak, Doa kami mnyertai kepemimpinanmu",77,"Pak Prabowo mengajarkan bahwa perjuangan itu membutuhkan pengorbanan, kesabaran, keteguhan, keyakinan, kegigihan, dll, bayangkan saja sejak 2004 beliau ikut kontestasi partai Golkar sebagai tiket maju menjadi capres tapi gagal, kemudian 2007 mendirikan partai Gerindra dan kemudian 2009 maju menjadi caw",positif
Alhamdulillah...,0,Alhamdulillah,positif
SELAMAT BERJUANG PAK PRABOWO UNTUK INDONESIA LEBIH ADIL DAN MAKMUR,0,SELAMAT BERJUANG PAK PRABOWO UNTUK INDONESIA LEBIH ADIL DAN MAKMUR,positif
Alhamdulillah... semoga amanah menjalankan tugas,0,Alhamdulillah semoga amanah menjalankan tugas,positif
Semoga rakyat tidak menderita,1,Semoga rakyat tidak menderita,netral
Selamat buat 02...selamat menikmati dinasty keluarga. Dan selamat melanjutkan prosotan rakyat,0,"Selamat untuk pasangan calon nomor urut 02, semoga menikmati dinasti keluarga. Dan selamat melanjutkan aspirasi rakyat.",netral
Gimana refly masih mau demo?,0,Gimana Refly masih mau demo?,negatif
Beliau selalu ingat kepada orang yang telah berjasa kepadanya,0,Beliau selalu ingat kepada orang yang telah berjasa kepadanya,positif
Anies dan Ganjar bisa gunakan momen ini tuk silaturahmi ke Prabowo sekaligus mengucapkan selamat...biar terjadi kerukunan kembali,0,"Anies dan Ganjar bisa gunakan momen ini untuk silaturahmi ke Prabowo sekaligus mengucapkan selamat, semoga terjadi kerukunan kembali.",positif
"Ditunggu jendral janji""nya",0,Ditunggu janji Jendral.,netral
"Sewa sone di gbk pak prabowo.  ..,",0,Sewa sone di GBK pak Prabowo.,negatif
Alhamdulillah hirobil alamin selamat untuk Bpk Prabowo dan Gibran,0,Alhamdulillah hirobil alamin selamat untuk Bapak Prabowo dan Gibran,positif
Koalisi besar tinggal ngundang nasdem aja utk gabung..gofud..ganjar mahfud gigit jari..sori ye...sori ye,0,Koalisi besar tinggal mengundang Nasdem saja untuk bergabung. Ganjar Mahfud gigit jari. Maaf ya.,negatif
"Saya BMI Dari hongkong ,alhamdulillah calon yg Saya dukung menang telak, semoga bisa membawa maju dn perubahan serta menyejahterakan Rakyat indonesia Amin.",70,"Saya BMI dari Hong Kong, alhamdulillah calon yang saya dukung menang telak, semoga bisa membawa kemajuan dan perubahan serta menyejahterakan rakyat Indonesia, amin.",positif
Mantaf,0,Mantap,positif
Selamat dan Sukses Pasangan Capresv- cawapres 02.,0,Selamat dan Sukses Pasangan Capres - Cawapres 02.,positif
Selamat Bertugas Jendral n semoga Amanah Jaga NKRI,0,"Selamat bertugas Jenderal, semoga amanah dalam menjaga NKRI.",positif
Kok gak didampingi wakil pak ? ada apa ini ??,0,Kok tidak didampingi wakil pak ? ada apa ini ??,negatif
"Jangan sia-siakan kepercayaan rakyat yang 96 juta rakyat Indonesia (  memilih bapak) . Bekerja lah dengan baik, dekat dengan rakyat agar tau apa kesusahan dan keberhasilan rakyat  Indonesia Pak Prabowo.",0,"Jangan sia-siakan kepercayaan rakyat yang 96 juta rakyat Indonesia memilih bapak. Bekerja lah dengan baik, dekat dengan rakyat agar tahu apa kesulitan dan keberhasilan rakyat Indonesia Pak Prabowo.",positif
Hebat bapak ini humas nya hapal nama2 orang,0,Hebat pak ini humasnya hafal nama-nama orang,positif
Dan di sinilah komenan para anak abah atau si aniss masih tidak menerima kekalahan dan selalu mengucapkan kata basi yaitu CURANG. Heleehhh otak dangkal kaliaan para ank abah,0,Dan di sinilah komentar para pendukung pasangan calon yang masih tidak menerima kekalahan dan selalu mengucapkan kata basi yaitu CURANG. Heleehhh otak dangkal kalian para pendukung pasangan calon.,negatif
alhamdulillah .selamat pk jadi pemimpin negara indonesia..insya allah selalu amanah untuk seluruh rakyat .dan tidak membedakan si miskin dan si kaya ..yg berpangkat dan tidak berpangkat ..doa kami seluruh rakyat dari pelusuk hutan borneo kalteng.selalu amanah untuk seluruh rakyat indobesia,0,"Alhamdulillah, selamat Prabowo jadi pemimpin negara Indonesia. Insya Allah selalu amanah untuk seluruh rakyat, dan tidak membedakan si miskin dan si kaya, yang berpangkat dan tidak berpangkat. Doa kami seluruh rakyat dari pelusuk hutan Borneo Kalteng, selalu amanah untuk seluruh rakyat Indonesia.",positif
"Berantas kriminal di indonesia, Pak",0,"Berantas kriminal di Indonesia, Pak",positif
Prabowo subianto presidenku.,0,Prabowo Subianto presidenku.,positif
Rakyat sejuk pak prabowo,0,Rakyat sejuk pak Prabowo,positif
"selamat bpk smoga amanah selalu,tunjukan kpd orang"" yng mnghina bpk  klau bpk bisa memimpin negara ini pak love u pak",2,"Selamat Bapak, semoga amanah selalu, tunjukkan kepada orang-orang yang menghina Bapak, jika Bapak bisa memimpin negara ini. Pak, love you Pak.",positif
"Selamat untuk membuktikan janji janji nya kepada rakyat,jangan hanya janji janji surga.",0,"Selamat untuk membuktikan janji-janjinya kepada rakyat, jangan hanya janji-janji surga.",negatif
Terharu sya mendengar pak prabowo dalam pidato nya,0,Terharu saya mendengar Pak Prabowo dalam pidatonya,positif
"Akhirnya prabowo baru memahami, dan baru tau bahwa dulu dia 2 kali kalah dengan cara yang sama saat melawan Anies dan Ganjar.  Gunakan lagi pak untuk pemilu 2029 ya.....",0,"Akhirnya Prabowo baru memahami, dan baru tahu bahwa dulu dia dua kali kalah dengan cara yang sama saat melawan Anies dan Ganjar. Gunakan lagi pak untuk pemilu 2029 ya....",negatif
Mantap bos ku,0,Mantap bosku,positif
Mudah mudah Indonesia lebih emas dan sejahterah di bawah ke pemimpinan pak.prabowo . 02 ok gass,0,Semoga Indonesia lebih sejahtera di bawah kepemimpinan Pak Prabowo. 02 ok gass,positif
"Alhamdulillah semoga bapak selalu sehat dan bisa memajukan, mensejahterakan Indonesia pak",0,"Alhamdulillah semoga bapak selalu sehat dan bisa memajukan, mensejahterakan Indonesia pak",positif
"Ini bukan kemenangan saya pribadi tapi ini adalah kemenangan kita pribumi, setelah sekian lama kita dijajah.  Dan sebentar lagi saya menjadi pasien RSJ Bogor. Alhamdulillah.",0,"Ini bukan kemenangan saya pribadi tapi ini adalah kemenangan kita pribumi, setelah sekian lama kita dijajah. Dan sebentar lagi saya menjadi pasien RSJ Bogor. Alhamdulillah.",negatif
Kebenaran akan menemukan jalannya sendiri,0,Kebenaran akan menemukan jalannya sendiri,netral
Josss bapakku,0,Josss bapakku,positif
Sejahterakan rakyat Indonesia pak,0,Sejahterakan rakyat Indonesia pak,positif
"pemimpin cerminan dari rakyatnya,, semoga Amanah, apa yang di janjikan semoga bisa di laksanakan dengan aman dan tentram, Semoga Allah memberikan pemimpin kita pemimpin yang adil dan amanah. Allahuma Aamin",0,"Pemimpin adalah cerminan dari rakyatnya, semoga Amanah, apa yang dijanjikan semoga bisa dilaksanakan dengan aman dan tentram. Semoga Allah memberikan pemimpin kita pemimpin yang adil dan amanah. Allahuma Aamin.",positif
Sampai di sini aku mengawalmu Pk.mudah2an amanh kpd rkyat.adil.,0,"Sampai di sini aku mengawalmu Pak, semoga amanah kepada rakyat adil.",positif
ehmmm si fahri semoga dpt jabatan menteri,0,Ehmmm si Fahri semoga dapat jabatan Menteri,netral
Alhamdulillah,0,Alhamdulillah,positif
"semoga pak prabowo allooh jadikan pemimpin yg adil dan yang taat pada allooh,aamiin",0,"Semoga Pak Prabowo Allah jadikan pemimpin yang adil dan yang taat pada Allah, amin.",positif
"Alhamdulilah
Selamat presdinku pak prabowo & gibran 
Semoga di beri kesehatan dan kekuatan serta perlindungan dari Allah untuk berjuang demi rakyat indonesia yang lebih sejahtera",0,"Alhamdulillah
Selamat presidenku Pak Prabowo & Gibran
Semoga diberi kesehatan dan kekuatan serta perlindungan dari Allah untuk berjuang demi rakyat Indonesia yang lebih sejahtera",positif
"Bisa ngk vedio"" sprti ini jgn tayang..
Kasihan tu di anies lgi guling"" nangiss",0,Bisa video seperti ini jangan tayang. Kasihan itu di Anies lagi guling-guling nangis.,negatif
"Bagi rakyat yg merindukan  keadilan, harapan   hukum sebagai panglima di periode 2024-2029, sdh tertutup, mudah2 an hadir di periode Thn 2029, semoga...",0,"Bagi rakyat yang merindukan keadilan, harapan hukum sebagai panglima di periode 2024-2029, sudah tertutup, semoga mudah-mudahan hadir di periode tahun 2029.",negatif
Selamat untuk pasangan Prabowo dan Gibran.,0,Selamat untuk pasangan Prabowo dan Gibran.,positif
Mari belajar dari jenderal. Berjuang sampai akhir,0,Mari belajar dari jenderal. Berjuang sampai akhir.,positif
Jadi MACAN ASIA TENGGARA ️top markotop,0,Jadi MACAN ASIA TENGGARA top markotop,positif
"Selamat untuk pasangan 02 ,,,semoga amanah dan makin maju dan sejahtera bangsanya,,, Indonesia emas",0,"Selamat untuk pasangan nomor urut 02, semoga amanah dan semakin maju serta sejahtera bangsanya, Indonesia emas.",positif
Innalilahi wainnailaihi Raji'un...,0,Innalilahi wainnailaihi Raji'un,netral
Selamat jendral,0,Selamat jendral,positif
Alhamdulillah,0,Alhamdulillah,positif
Subhanallah pak prabowo menang semoga beliau mampi membawa indonesia adil dan makmur,0,"Subhanallah pak Prabowo menang, semoga beliau mampu membawa Indonesia adil dan makmur.",positif
Pilihan ku menang,1,Pilihan saya menang,netral
"Aku pingin indonesia seperti jaman soeharto, karena jaman itu tentram, semua aman, tapi harus demokratis dan dapat mendengarkan suara rakya",0,"Aku ingin Indonesia seperti zaman Soeharto, karena zaman itu tentram, semua aman, tapi harus demokratis dan dapat mendengarkan suara rakyat.",netral
Semoga indonesia makin maju,0,Semoga Indonesia semakin maju,positif
Masya allah tabarokallahselamat pak,0,"Masya Allah tabarakallah, selamat Pak.",positif
Sudah selesai urusan sy dengan pra shbt..Sumbawa top,0,Sudah selesai urusan saya dengan prabowo shbt.. Sumbawa top,positif
Selmatuntuk bkp prabowo dn gibran raka. Bumingraka.. Semoga mandat rakyat untuk Indonesia..,0,Selamat untuk pasangan calon Prabowo dan Gibran Raka. Bumi Raka.. Semoga mandat rakyat untuk Indonesia..,positif
Ga sia2 kampanye pake bansos.. all in aja dulu .perkara semua mhal nnti aja dulu . Yg jelas bentar lg pertalite hilang..,0,"Ga sia-sia kampanye pakai bansos, all in saja dulu. Perkara semua mahal nanti saja dulu. Yang jelas sebentar lagi pertalite hilang.",negatif
Iyah kita liat aja nanti apakah pro rakyat atau tida.,0,Iya kita lihat saja nanti apakah pro rakyat atau tidak.,netral
selamat jendral tinggal taikin pajak semua,0,"Selamat Jenderal, tinggal taat pajak semua.",netral
Tugas kita belum selesai ya kak.. kita harus menjadi individu yg dapat diandalkan. Karena Pemerintah cuma melakukan pengaturan ini dan itu. Selanjutnya harus dieksekusi oleh para profesional Indonesia. Mulai bisa bisa bersaing dg perusahaan raksasa dari luar negeri.,0,"Tugas kita belum selesai ya kak, kita harus menjadi individu yang dapat diandalkan. Karena Pemerintah hanya melakukan pengaturan ini dan itu. Selanjutnya harus dieksekusi oleh para profesional Indonesia. Mulai bisa bersaing dengan perusahaan raksasa dari luar negeri.",netral
Anies udah di buang belumb,0,Anies sudah dipecat belum,negatif
"bravo prabowo-gibran
 *INDONESIA EMAS*",0,"Bravo Prabowo-Gibran
INDONESIA EMAS",positif
Sekali lagi ucapan dari almarhum gus dur jadi kenyataan,0,Sekali lagi ucapan dari almarhum Gus Dur jadi kenyataan,positif
"ayo pak saatnya program makan siang di eksekusi, walaupun agak tidak masuk akal",0,"ayo pak saatnya program makan siang di eksekusi, walaupun agak tidak masuk akal",netral
"Sy seneng PS menang, krn sejak dulu jd idolaku. Sejak dulu aku sllu jd corong utk beliau di daerahku, bahkan minta banner gmbr beliau dgn pak sandi utk dipasang dijalan muka rumahku. Walau aku agak kecewa dgn yg jd pasanganx, tp do'aku semoga PS amanah dlm menjalankan tugas negara dgn memakmurkan rkytx. Aamiin.",0,"Saya senang Prabowo Subianto menang, karena sejak dulu jadi idolaku. Sejak dulu aku selalu jadi corong untuk beliau di daerahku, bahkan minta banner gambar beliau dengan Pak Sandi untuk dipasang di jalan depan rumahku. Walau aku agak kecewa dengan yang jadi pasangannya, tapi doaku semoga Prabowo Subianto amanah",positif
Selamat Presidenku,0,Selamat Presidenku,positif
"Si SAMSUL nya kemana ya  ?,,,
Padahal mau gua ucapin selamat",0,Si Samsul nya kemana ya? Padahal mau saya ucapkan selamat.,netral
"Semoga sehat selalu pak Prabowo dan Mas Gibran, bisa dilantik bulan Oktober nanti dan bisa memimpin Indonesia ke arah yang lebih baik
Aamiin",0,"Semoga sehat selalu pak Prabowo dan Mas Gibran, bisa dilantik bulan Oktober nanti dan bisa memimpin Indonesia ke arah yang lebih baik. Aamiin.",positif
Slamat pak prabowo,0,Selamat Pak Prabowo,positif
"Semoga amanah pak, harapan besar pendukung mu pak",0,"Semoga amanah pak, harapan besar pendukungmu pak",positif
"SELAMAT BUAT BPK PRABOWO DAN SDR GIBRAN. RBR SUKSES DALAM PERSATUAN UNTUK MENJALANI TUGAS UNTUK MEMAKMURKAN BANGSA DIATAS NEGARA LAIN DI DUNIA , DEMI MENCAPAI INDONESIA MAS,",0,"SELAMAT BUAT BAPAK PRABOWO DAN SAUDARA GIBRAN. SEMOGA SUKSES DALAM PERSATUAN UNTUK MENJALANI TUGAS UNTUK MEMAKMURKAN BANGSA DIATAS NEGARA LAIN DI DUNIA, DEMI MENCAPAI INDONESIA MAS.",positif
Kami titipkan 56% rakyat miskin untuk makan gratis,0,Kami titipkan 56% rakyat miskin untuk makan gratis,netral
Congratulation PraGib,0,Selamat kepada Prabowo dan Sandiaga.,positif
Pemenang PEMILU jangan menambah utang Negara lagi karena saya ikut menanggung dan seluruh rakyat  Indonesia,0,Pemenang PEMILU jangan menambah utang Negara lagi karena saya ikut menanggung dan seluruh rakyat Indonesia,negatif
Anak-anak Indonesia menunggu makan Gratis yang di canangkan oleh bapa pada massa2 kampanye,0,Anak-anak Indonesia menunggu makan Gratis yang di canangkan oleh bapak pada masa kampanye.,netral
Tetap semangat JENDARLKU,0,Tetap semangat JENDARLKU,positif
Sekarang gaada lagi 01 02 03. Yg ada kita semua bersaudara. Tetap jaga perdamaian. Sudahi permusuhan hanya karena beda pendapat. Tangkap dan musnahkan kaum perusak dan provokator,0,Sekarang tidak ada lagi 01 02 03. Yang ada kita semua bersaudara. Tetap jaga perdamaian. Sudahi permusuhan hanya karena beda pendapat. Tangkap dan musnahkan kaum perusak dan provokator.,netral
Congrat  BPK jendral ku tugas kami sudah selesai menghantar BPK ke kursi istana jangan lupa bawa Boby,0,"Selamat Bapak Jenderal, tugas kami sudah selesai mengantar Bapak ke kursi istana, jangan lupa bawa Boby.",netral
"Siapa sy tidak ngaruh untumu, tapi satu suara ngaruh buat orang yg butuh",0,"Siapa saya tidak berpengaruh untukmu, tapi satu suara berpengaruh bagi orang yang membutuhkan.",netral
Alhamdulillah..  selamat ya buat Prabowo Gibran  semoga Indonesia lebih maju lagi kedepannya.. Amin.,36,Alhamdulillah.. selamat ya buat Prabowo Gibran semoga Indonesia lebih maju lagi kedepannya.. Amin.,positif
O2 prabowo gibran alhamdulillah...01 03 minggir dulu..,0,02 Prabowo Gibran Alhamdulillah... 01 03 minggir dulu.,negatif
Tetap Anies Pemimpin Yg Berkapasitas ...Tidak Curang ...Tidak Picik Sportiv,0,"Tetap Anies Pemimpin Yang Berkapasitas, Tidak Curang, Tidak Picik, Sportiv",positif
Alhamdulillah  akhirnya pilihanku dari dulu jadi org no 1 di indonesia ...amin,0,Alhamdulillah akhirnya pilihanku dari dulu jadi orang nomor 1 di Indonesia ... amin,positif
Alhamdulillah semoga bapak yg terpilih menjadi pemimpin Negara dapat menjalankan dengan Amanah,0,Alhamdulillah semoga bapak yang terpilih menjadi pemimpin Negara dapat menjalankan dengan Amanah,positif
Semoga hari kamis ini IHSG kembali melesat setelah rabu kemarin pengumuman hasil pilpres oleh kpu. Aamin allahumma aamin,0,Semoga hari Kamis ini IHSG kembali melesat setelah Rabu kemarin pengumuman hasil Pilpres oleh KPU. Amin Allahumma amin.,netral
"Selamat pak Prabowo.
Semoga sehat selalu  .",0,Selamat pak Prabowo. Semoga sehat selalu.,positif
Dari Malaysia kami rakyat Indonesia ikut bahagia selamat bertugas pak,0,Dari Malaysia kami rakyat Indonesia ikut bahagia selamat bertugas pak,positif
Siape yg mandati ente..,0,Siapa yang mendukungmu?,negatif
Selamat Bapak prabowo.kami rakyat tunggu kerjamu untuk mensejahterahkan rakyatmu,0,Selamat Bapak Prabowo. Kami rakyat tunggu kerja Anda untuk mensejahterakan rakyat.,positif
intinya jangan undang Anis sama Janggar ngeselin soalnya,0,intinya jangan undang Anies sama Janggar karena ngeselin.,negatif
Selamat buat BPK Prabowo Subianto dan mas Gibran atas kemenangan nya...kini tugas kami sdh selesai... sekarang lanjutkan tugas BPK....atas amanat rakyat Indonesia,0,"Selamat untuk Bapak Prabowo Subianto dan Mas Gibran atas kemenangannya, kini tugas kami sudah selesai, sekarang lanjutkan tugas Bapak, atas amanat rakyat Indonesia.",positif
Sangat bahagia rakyat yang yg mendukung bapak Prabowo.,5,Sangat bahagia rakyat yang mendukung bapak Prabowo.,positif
"Alhamdulilah....
Semoga Bapak Prabowo dan Mas Gibran Amanah...
Membawa Indonesia Emas Indonesia maju dan Sejahtera 2045 Aamiin....
Bersatu Indomesia Ku...
Jaya Negriku...
Makmur Negaraku..
Aamiin...",10,"Alhamdulillah, semoga Bapak Prabowo dan Mas Gibran Amanah membawa Indonesia Emas Indonesia maju dan Sejahtera 2045. Bersatu Indonesia Ku, Jaya Negriku, Makmur Negaraku. Aamiin.",positif
