author,comment,published_at,like_count,final_text
@user-nana18,Alhamdulillah persiden ku,2024-03-21T02:28:20Z,0,Alhamdulillah presidenku
@donaldtrumpthepresidents8293,Buat Indonesia berjaya dan aman kembali pak seperti era pak Harto,2024-03-21T02:27:28Z,0,Buat Indonesia berjaya dan aman kembali seperti era pak Harto
@dewpurwanti1037,SEDIHH...BAHAGIAAA,2024-03-21T02:26:33Z,0,Sedih... bahagia
@bambangaw1974,Alhamdulillah....fii Amanillah Pak Prabowo Gibran....semoga senantiasa sehat selamat sukses amanah dan bijaksana bahagia seluruh rakyat Indonesia...aamiin Allahumma aamiin.,2024-03-21T02:25:06Z,0,"Alhamdulillah fii Amanillah Pak Prabowo Gibran, semoga senantiasa sehat, selamat, sukses, amanah, dan bijaksana, bahagia seluruh rakyat Indonesia, aamiin Allahumma aamiin."
@miatichrist856,kata siapa ?,2024-03-21T02:23:50Z,0,kata siapa ?
@marihot9662,"Thn 1996---1997 yg lalu Zaman suharo orde baru pun paskali seperti yg ada saat ini ,jdi jgn kita legalkan dan jg bangga karena meNang olekarena Kekuasaan paksaan",2024-03-21T02:23:29Z,0,"Tahun 1996-1997 yang lalu, zaman suharto orde baru pun pascakali seperti yang ada saat ini, jadi jangan kita legalkan dan juga bangga karena menang oleh karena kekuasaan paksaan."
@adikurniawanadik,Allhamdulailah pilihan kami sekeluarga tinggal menunggu dilantik,2024-03-21T02:23:25Z,0,Alhamdulillah pilihan kami sekeluarga tinggal menunggu dilantik
@bruneigadong2494,Alhmdlilh ya Allah pragib️️,2024-03-21T02:23:22Z,0,"Alhamdulillah ya Allah, semoga berhasil."
@maricimarici9734,Maka nyatalah perjuanag kita semua  Bapak Prabowo Gibran  menjadi RI1,2024-03-21T02:22:43Z,0,Maka nyatalah perjuangan kita semua Bapak Prabowo Gibran menjadi RI1
@lioefung5973,..2014 .2019  2024 ..sll  di  hati  dg  jend  bp  ps ...berkati lah  berliau  sehat  sll  sukses  sll ..nkri  kaya  raya ..rakyat  kaya  sejahtera,2024-03-21T02:22:25Z,0,"2014, 2019, 2024 selalu di hati dengan Jenderal Bapak Prabowo Subianto. Semoga beliau sehat selalu sukses selalu. Negara Kesatuan Republik Indonesia kaya raya, rakyat kaya sejahtera."
@2511x01,Samsul kemana? Udah mulai dingin ya?,2024-03-21T02:22:13Z,0,Samsul kemana? Sudah mulai dingin ya?
@KeyNaovanChanel,Selamat ya pak,2024-03-21T02:22:11Z,0,Selamat ya pak
@cio-uy8ot,Alhamdulillah,2024-03-21T02:21:42Z,0,Alhamdulillah
@Apria565,"Selamat pk jendral smg bs mmbawa negara ini maju makmur sejahtera n smakin disegani dunia,.. slm dr Kalimantan..",2024-03-21T02:20:35Z,1,"Selamat pak Jenderal, semoga bisa membawa negara ini maju, makmur, sejahtera, dan semakin disegani dunia. Salam dari Kalimantan."
@1233-b5v,Alhamdulillah..setelah 3x pencalonan 3x mendukung..Alhamdulillah akhir nyaa terwujud,2024-03-21T02:19:56Z,0,"Alhamdulillah setelah tiga kali pencalonan tiga kali mendukung, akhirnya terwujud."
@rasyidismadigantengbanget,Selamat kepada pak prabowo subianto komando NKRI,2024-03-21T02:19:25Z,0,Selamat kepada Pak Prabowo Subianto Komando NKRI
@pbschannel8111,"Selamat Pak,mari kita sama-sama bekerja keras menuju Indonesia Emas 2045th",2024-03-21T02:19:10Z,0,"Selamat Pak, mari kita sama-sama bekerja keras menuju Indonesia Emas 2045."
@sulaemanslkw4481,"Saya sangat kagum atas RAMALAN GUS DUR, amazing! Pengkhianat GUS DUR akan tersungkur dan menjadi GELANDANGAN POLITIK seperti sudah terjadi pada AR.",2024-03-21T02:19:08Z,0,"Saya sangat kagum atas ramalan Gus Dur, amazing! Pengkhianat Gus Dur akan tersungkur dan menjadi gelandangan politik seperti sudah terjadi pada AR."
@Kucinggarong777,"Selamat Pak Prabowo dan Pak Gibran, Bersatu kita teguh",2024-03-21T02:18:48Z,0,"Selamat Pak Prabowo dan Pak Gibran, Bersatu kita teguh"
@Batuwangi.Dohc5049,Kita ttp kawal sampe hari pelantikan pak jendral,2024-03-21T02:18:12Z,1,Kita tetap kawal sampai hari pelantikan Pak Jenderal
@zig-zagchanel5505,Dari kalimat Prabowo tulus sekali dia. Semoga para pendukungnya nnti di pemerintah kompak menjalankan visi misi Prabowo..,2024-03-21T02:16:19Z,6,Prabowo tulus sekali dia. Semoga para pendukungnya nanti di pemerintah kompak menjalankan visi misi Prabowo.
@SoniaMui554,"Alhamdulillah ya Allah  , dengan bersyukur kepada Allah 
Saya sudah selesai dengan tugas saya coblos nomer dua
Dan kini tugas bapak Prabowo dan mas Gibran untuk mensejahterakan rakyatnya dan membangun Indonesia lebih baik lagi , Semoga kita semua selalu dalam lindungan Allah swt",2024-03-21T02:16:14Z,0,"Alhamdulillah, dengan bersyukur kepada Allah. Saya sudah selesai dengan tugas saya coblos nomor dua. Dan kini tugas Bapak Prabowo dan Mas Gibran untuk mensejahterakan rakyatnya dan membangun Indonesia lebih baik lagi. Semoga kita semua selalu dalam perlindungan Allah SWT."
@cicihsuhaimi4320,o,2024-03-21T02:15:53Z,0,Tidak ada komentar yang perlu diperbaiki
@bangajieh,Tugas saya adalah nyimak,2024-03-21T02:15:28Z,0,Tugas saya adalah nyimak
@ariefontowiryo9309,"Saya mendukung Prabowo Subianto, asal korupsi tidak semakin menggila",2024-03-21T02:15:03Z,0,"Saya mendukung Prabowo Subianto, asal korupsi tidak semakin menggila"
@radenrachmat2549,"Semoga Jendral bisa tangkap penghianat2 Bangsa dan Negara yang sudah buat gaduh NKRI yg menggelembungkan suara Rakyat yang Jujur, tangkap semua Jendral sampai ke akar2nya hukum mereka seberat2nya. Jika tidak maka akan datang hukuman dari Allah SWT, Insya Allah",2024-03-21T02:14:34Z,0,"Semoga Jendral bisa menangkap penghianat-penghianat Bangsa dan Negara yang sudah membuat gaduh NKRI yang menggelembungkan suara Rakyat yang Jujur, tangkap semua Jendral sampai ke akarnya hukum mereka seberat mungkin. Jika tidak, maka akan datang hukuman dari Allah SWT, Insya Allah."
@donniesitepuchannel7514,Wakilnya mana ??,2024-03-21T02:13:46Z,0,Wakilnya mana?
@bernadetasuryati9377,Kami warga NTT mengucapkan Selamat kpd pak Prabowo-Gibran,2024-03-21T02:13:43Z,0,Kami warga NTT mengucapkan Selamat kepada pak Prabowo-Gibran
@KardiantoKardi-tn9hw,Jangan sombong dulu belum resmi,2024-03-21T02:13:29Z,0,Jangan sombong dulu belum resmi
@MarikMarin,"tiga pemilu aku tetap milih pak Prabowo dan pada hari ini bapak menang saya yakin insya Alloh bapak amanah,karena saya meyakini ketulusan bapak terhadap negeri ini",2024-03-21T02:12:41Z,0,"Tiga pemilu aku tetap memilih pak Prabowo dan pada hari ini bapak menang saya yakin insya Allah bapak amanah, karena saya meyakini ketulusan bapak terhadap negeri ini."
@gatotsujarwanto6098,"2014 & 2019 kami pilih prabowo...
2024 kami pilih anies...
Dan walau kalah kami terima.  Karena pertandingan pasti ada yg menang dan kalah....
Dan kami ucapkan selamat pd pemenang prabowo.",2024-03-21T02:12:02Z,0,"2014 & 2019 kami pilih Prabowo...
2024 kami pilih Anies...
Dan walau kalah kami terima. Karena pertandingan pasti ada yang menang dan kalah....
Dan kami ucapkan selamat pada pemenang Prabowo."
@gasendrawardana2359,Aku pendukung setia mu dari 2014 selamat atas kemenangan bapak PRABOWO SUBIANTO DAN GIBRAN RAKA BUMING RAKA semoga apa yang di janjikan bisa di tepati,2024-03-21T02:11:18Z,0,Aku pendukung setia mu dari 2014 selamat atas kemenangan bapak Prabowo Subianto dan Gibran Raka Buming Raka semoga apa yang dijanjikan bisa ditepati
@hendrokiko8838,"Ngapain sih siMonyet zulkifli hasan deket2 pak prabowo,gak rela pak prabowo dideketin simonyet.",2024-03-21T02:10:47Z,0,"Ngapain sih si Monyet Zulkifli Hasan dekat-dekat dengan Pak Prabowo, tidak rela Pak Prabowo didekati si Monyet."
@hendanuwarsoenda4047,"Ya Allah berikanlah kekuatanMu,untuk mengemban amanah kepada Bapak Prabowo",2024-03-21T02:10:44Z,0,"Ya Allah, berikanlah kekuatanMu untuk mengemban amanah kepada Bapak Prabowo."
@fidivlog6825,"1 PERMINTAAN SAJA PAK JEND. PRABOWO!
TOLONG ANIS JANGAN DI MASUKAN DI KABINET.
BIKIN RIBET",2024-03-21T02:09:57Z,0,"Permintaan saja Pak Jendral Prabowo!
Tolong Anis jangan dimasukkan di kabinet.
Bikin ribet."
@SulaEman-gx1uf,INNALILLAHIWAINNALILLAHIROJIUUUUUN..,2024-03-21T02:09:30Z,0,INNALILLAHI WAINNALILLAHI ROJIUN
@Jemekite87,Siap siap minum asam sulfat pendukungnha,2024-03-21T02:07:12Z,0,Siap-siap minum asam sulfat pendukungnya
@Rukmanaa,alhamdulilah pemilu udah selesai selamat buat pak prabowo dan mas gibran sang sukarno kecil kita udah kembali siap siap indonesia menjadi macan asia kembali congratulation prabowo gibran ‍‍‍MENYAlA PRABOWO KU ‍‍‍,2024-03-21T02:07:03Z,0,"Alhamdulillah pemilu sudah selesai, selamat buat Pak Prabowo dan Mas Gibran, sang Sukarno kecil. Kita sudah kembali siap-siap, Indonesia menjadi macan Asia kembali. Selamat Prabowo Gibran!"
@scripttex0,Lho itu masih ada Mayor Teddy ?,2024-03-21T02:07:00Z,0,Lho itu masih ada Mayor Teddy?
@DhanzikaAetafa,Sangat bijak dan tetap rendah hati,2024-03-21T02:05:49Z,0,Sangat bijak dan tetap rendah hati
@gapurameta,Selamat Jendral ... Lanjutkan !,2024-03-21T02:05:37Z,0,Selamat Jendral ... Lanjutkan !
@MarikMarin,Alhamdulillahirobbil'alamiin,2024-03-21T02:05:27Z,0,Alhamdulillahirobbil'alamiin
@mamatmakkoijau1041,Betul sekali apa yg di ucapkan almarhum Gus Dur ttg P Prabowo sehat slalu ya Paak...,2024-03-21T02:04:43Z,0,"Betul sekali apa yang diucapkan almarhum Gus Dur tentang Pak Prabowo, semoga sehat selalu ya Pak."
@ndangdani8682,Rakyat yg mana?,2024-03-21T02:04:09Z,0,Rakyat yang mana?
@orangindonesia2712,"Selamat untuk pak prabowo
Saya minta habisin semua begal dan maling yg ada di indonesia bila perlu hidup kan lagi operasi petrus 
Biar indonesia aman",2024-03-21T02:02:38Z,0,"Selamat untuk pak Prabowo. Saya minta habisin semua begal dan maling yang ada di Indonesia, bila perlu hidupkan lagi operasi Petrus. Biar Indonesia aman."
@cetakgolll1073,"Harusnya namanya jangan pemerintah, masa rakyat sudah bayar mereka masih dijuluki pemerintah",2024-03-21T02:00:46Z,0,"Harusnya namanya bukan pemerintah, masa rakyat sudah membayar mereka masih dijuluki pemerintah"
@samuputramunasamu4785,"selamat pak jendral, sehat slalu.",2024-03-21T01:59:48Z,0,"Selamat Pak Jendral, semoga sehat selalu."
@MuhammadraffaAlfatih-p5z,Tugas ku pun sudah selesai pak jga amanah kami pak untuk Indonesia emas,2024-03-21T01:59:36Z,0,"Tugas saya sudah selesai pak, semoga amanah kami untuk Indonesia emas."
@odednelson6352,TAHNIAH..SEMOGA INDONESIA BERTAMBAH MAJU DI BAWAH PIMPINAN PAK PRABOWO-GIBRAN,2024-03-21T01:58:57Z,0,Selamat! Semoga Indonesia bertambah maju di bawah pimpinan Pak Prabowo-Gibran.
@Sugiono.S,"Alhamdulillah za  Allah semoga diberi umur panjang ,kesehatan amin..bravo pak Prabowo ...salam Tuban Jatim.",2024-03-21T01:58:49Z,0,"Alhamdulillah semoga diberi umur panjang, kesehatan amin, bravo pak Prabowo, salam Tuban Jatim."
@Penggemar200,Emak emak,2024-03-21T01:57:39Z,0,Emak-emak
@dadanhadiansah5248,Alfatihah untuk gusdur,2024-03-21T01:57:02Z,0,Alfatihah untuk Gus Dur
@gaminggrupbtk4694,Ingat tidak semua,2024-03-21T01:56:37Z,0,tidak ada komentar yang perlu diperbaiki
@fauzanganteng5475,Alhamdulillah.,2024-03-21T01:56:33Z,0,Alhamdulillah.
@njtv6285,"Selamat jendral. Saya titip bangsa dan negara ini kepada mu  
Ijin jendral jangan ajak anies dan ganjar Jendral. Biar mereka jadi gelandangan politik seperti amin rais",2024-03-21T01:55:53Z,0,"Selamat jenderal. Saya titip bangsa dan negara ini kepada Anda. Ijin jenderal, jangan ajak Anies dan Ganjar. Biar mereka jadi gelandangan politik seperti Amin Rais."
@VieeVelocia17,Ingat ya pak dipilih rakyat untuk raykat,2024-03-21T01:55:27Z,0,Ingat ya pak dipilih rakyat untuk rakyat
@suhartiniyunus2676,Semoga Pa Prabowo realisasikan janji nya jangan bikin rakyat miskin beli beras antri dan yang penting korupsi saat nya harus ditumpas tanpa pandang bulu. Kami menunggu realisasi janji bapak,2024-03-21T01:55:20Z,0,Semoga Pak Prabowo realisasikan janji nya jangan bikin rakyat miskin beli beras antri dan yang penting korupsi saat nya harus ditumpas tanpa pandang bulu. Kami menunggu realisasi janji bapak
@browny8574,aura presidennya nampak beda sama yg ono,2024-03-21T01:55:17Z,0,Aura presidennya terlihat berbeda dengan yang lain.
@VieeVelocia17,Semoga pak wowo amanah dan mau memajukan Indonesia dan memajukan kesejahteraan seluruh rakyat indonesia.,2024-03-21T01:53:58Z,1,Semoga pak prabowo amanah dan mau memajukan Indonesia dan memajukan kesejahteraan seluruh rakyat Indonesia.
@sricahyani4577,Bangga banget dengan cara gak bener.. Kita liat aja gmn nanti,2024-03-21T01:53:41Z,0,Bangga banget dengan cara tidak benar.. Kita lihat saja bagaimana nanti
@bintirukanah535,"Terharu banget gak terasa air mata menetes, Alkhamdulilah bapak prabowo dan mas gibran menang, semoga bisa mengembab tugas negara debgan amanah, semoga Indonesia makin maju dan jaya serta sejahtera",2024-03-21T01:53:41Z,7,"Terharu banget tidak terasa air mata menetes, Alhamdulillah pak Prabowo dan Mas Gibran menang, semoga bisa menjalankan tugas negara dengan amanah, semoga Indonesia makin maju dan jaya serta sejahtera."
@Tukang_Batu,"alhamdulillah akhirnya gaji guru naik 2,5juta dan bisa makan minum susu gratis",2024-03-21T01:52:40Z,1,"Alhamdulillah akhirnya gaji guru naik 2,5 juta dan bisa makan minum susu gratis"
@ahmadchoiron6237,Selamat pak prabowo semoga lima tahun kedepan indonesia semakin sejahtera dalam pimpinanmu,2024-03-21T01:52:33Z,0,"Selamat Pak Prabowo, semoga lima tahun ke depan Indonesia semakin sejahtera dalam pimpinanmu."
@MohammadDahri-lh2tz,"Madura hadir syukur Alhamdulillah yg kita bangga"" kan bapak jendral Prabowo menang dgn meyakinkan semuga pragib di lindungi Allah SWT amanah dan di ridhoi Allah amin"" ya robbal alamin",2024-03-21T01:52:20Z,0,"Madura hadir, syukur Alhamdulillah yang kita banggakan. Bapak Jenderal Prabowo menang dengan meyakinkan, semoga perjuangan di lindungi Allah SWT, amanah dan diridhoi Allah, amin. Ya Robbal Alamin."
@anwarerys7530,Selamat bp jendral merdeka semoga      amanah selamanya menuju Indonesia majuuu,2024-03-21T01:52:18Z,1,"Selamat Bapak Jenderal, merdeka! Semoga amanah selamanya menuju Indonesia maju."
@VieeVelocia17,Pak wowo muka persis banget almarhum uwa aku ya telah tiada.  Aku jd inget dan sedih selalu melihat wajah pak wowo ini aku jd kangen uwa aku,2024-03-21T01:50:46Z,1,Pak prabowo muka persis banget almarhum uwa aku ya telah tiada. Aku jadi ingat dan sedih selalu melihat wajah pak prabowo ini aku jadi kangen uwa aku
@BigJheey,"ini yang nama nya pantang penyerah dari seorang prajurit,,,,KOMANDO!!!",2024-03-21T01:50:01Z,0,"Ini yang namanya pantang penyerah dari seorang prajurit, KOMANDO!"
@cupita,"Kepada pemilih 01 & 03  mari bersatu menjadi saudara sebangsa dan setanah air...mari kita sama2 bergandeng tangan untuk kemajuan bangsa ini,...",2024-03-21T01:49:35Z,0,"Kepada pemilih 01 & 03 mari bersatu menjadi saudara sebangsa dan setanah air, mari kita sama-sama bergandeng tangan untuk kemajuan bangsa ini."
@BangBudsyahri,"Semoga sehat dan bisa mewujudkan seluruh impiannya pak.Prabowo, sekarang Indonesia terletak di pundak anda, bekerjalah untuk mensejahterakan dan kemakmuran rakyat indonesia, semoga sehat selalu",2024-03-21T01:48:50Z,0,"Semoga sehat dan bisa mewujudkan seluruh impiannya Pak Prabowo, sekarang Indonesia terletak di pundak Anda, bekerjalah untuk mensejahterakan dan kemakmuran rakyat Indonesia, semoga sehat selalu."
@VieeVelocia17,Alhamdulillah ya allah,2024-03-21T01:48:13Z,1,Alhamdulillah ya Allah
@niningsuparni5208,nkri harga mati,2024-03-21T01:47:21Z,0,NKRI harga mati
@FerryFachrizal,"Selamat pak, kami titipkan bangsa ini, untuk indonesia yg lebih maju",2024-03-21T01:47:16Z,0,"Selamat pak, kami titipkan bangsa ini, untuk Indonesia yang lebih maju"
@roniwijayanto7814,Langgsung di kasih makan pas,2024-03-21T01:47:09Z,0,Langsung diberi makan paslon
@fitriwidia3031,cari di comen mz gibran dimna?,2024-03-21T01:46:57Z,0,Cari di komen Mas Gibran dimana?
@imasmaspuroh8457,"Saya tidak berhenti memilih pak Prabowo sekarang akhir nya menang,selamat ya pak Prabowo Gibran",2024-03-21T01:46:49Z,0,"Saya tidak berhenti memilih pak Prabowo sekarang akhirnya menang, selamat ya pak Prabowo Gibran"
@susiatiretno2244,Mantap Bpk prabowo... Dg kepemimpinan Bpk smg Indonesia bersih dari KKN.. Utama nya dlm pegawai BUMN... Bener2 bersih.. Tdk ada istilah ada orang dlm akan lancar diterima.. Tak ada orang dalam akan susah diterima... Sy percaya Bpk Prabowo akan tegas menindak apabila ada yg gak bener,2024-03-21T01:46:44Z,0,"Mantap Bapak Prabowo. Dengan kepemimpinan Bapak semoga Indonesia bersih dari KKN, terutama dalam pegawai BUMN. Benar-benar bersih. Tidak ada istilah ada orang dalam akan lancar diterima. Tidak ada orang dalam akan susah diterima. Saya percaya Bapak Prabowo akan tegas menindak apabila ada yang tidak benar."
@matsaja9465,01 03 demo lagi gak ya,2024-03-21T01:46:23Z,0,01 dan 03 demo lagi tidak ya
@breadcat5969,Kirain sirekap yg ada ditangan kami,2024-03-21T01:46:22Z,0,Kirain sirkap yang ada di tangan kami
@NeodaJunior,"AKAR BUSUK, POHON BUSUK, DAUN BUSUK AKAN MENGHASILKAN BUAH BUSUK, SIAPAPUN YG MEMAKAN BUAH TERSEBUT AKAN MERASAKAN EFEK BUSUKNYA DALAM WAKTU TERTENTU !!! Itu Fakta yg selalu berulang ....",2024-03-21T01:46:10Z,0,"AKAR BUSUK, POHON BUSUK, DAUN BUSUK AKAN MENGHASILKAN BUAH BUSUK, SIAPAPUN YANG MEMAKAN BUAH TERSEBUT AKAN MERASAKAN EFEK BUSUKNYA DALAM WAKTU TERTENTU !!! Itu Fakta yang selalu berulang ...."
@hendrasunandar3601,karawang mndukung prabowo 02,2024-03-21T01:46:08Z,1,Karawang mendukung Prabowo 02
@Upin-Ipin219,Kami tidak memilih anda...sori...ye....,2024-03-21T01:45:56Z,0,"Kami tidak memilih anda, maaf."
@JoniShopee77,Selamat pak prabowo semoga Allah Swt selalu melindunggi Bpk dan seluruh rakyat Indonesia aminn yrbl alaminn,2024-03-21T01:45:41Z,0,"Selamat Pak Prabowo, semoga Allah SWT selalu melindungi Bapak dan seluruh rakyat Indonesia. Amin ya rabbal alamin."
@ihsanadi1319,Semoga sehat slalu pak,2024-03-21T01:45:20Z,0,Semoga sehat selalu pak
@ApeMetanila,Sblmnya aku tau bw prabowo gibran menang gas terus biar 03 melihat dgn terang benderang.,2024-03-21T01:45:19Z,0,"Sebelumnya aku tahu bahwa Prabowo-Gibran menang gas terus, biar 03 melihat dengan terang benderang."
@yenniascaryani5112,Alhamdulillah...presidenku selanjutnya SDH terpilih. Selamat BPK . Prabowo Subianto dan Mas Gibran,2024-03-21T01:45:14Z,0,"Alhamdulillah, presidenku selanjutnya sudah terpilih. Selamat Bapak Prabowo Subianto dan Mas Gibran."
@BudiCell-r8y,Prabowo Gibran mantap,2024-03-21T01:44:25Z,0,Prabowo Gibran mantap
@ndarisun6702,Terima kasih ya Alloh semoga bapak amanah ya,2024-03-21T01:44:07Z,0,"Terima kasih ya, semoga bapak amanah ya"
@fitriwidia3031,q salfok sma sepatu pak yusril keren bngett,2024-03-21T01:43:48Z,0,salfok sama sepatu Pak Yusril keren banget
@universalcocofactory9600,"SELAMAT PAK, TITIP INDONESIA PAK !!! MAJUKAN INDONESIA, MATIKAN KORUPTOR",2024-03-21T01:42:35Z,0,"SELAMAT PAK, TITIP INDONESIA PAK !!! MAJUKAN INDONESIA, MATIKAN KORUPTOR"
@heririot144,Pasukan Makan siang gratis menang selamat ya smg jajinya bs kalian nikmati,2024-03-21T01:42:18Z,0,Pasukan Makan siang gratis menang selamat ya semoga jajannya bisa kalian nikmati
@Maftukhi-i2i,"Kalau pengin adil mestinya Prabowo menolak keputusan KPU ,karena pemilihan umum di lakukan dengan curang .
Sy tidak memberikan mandat kepada Prabowo dan semua menterinya",2024-03-21T01:41:37Z,0,"Kalau ingin adil mestinya Prabowo menolak keputusan KPU, karena pemilihan umum dilakukan dengan curang.
Saya tidak memberikan mandat kepada Prabowo dan semua menterinya."
@heldapasaribu6797,"selamat ke pd prabowo gibran,",2024-03-21T01:40:42Z,0,Selamat kepada Prabowo Gibran.
@anisofiatun9704,Alhamdulillah.. Semoga kedepan Indonesia lbh baik dan lebih maju..aamiin yaa Allah,2024-03-21T01:40:39Z,0,Alhamdulillah.. Semoga kedepan Indonesia lebih baik dan lebih maju.. aamiin ya Allah
@tanpanama-b6z,gk salah aku memilihmu jendral.meskipun pas hari pencoblosan aku sakit tapi demi bapak.aku lwn sakitku..slmt ya pak,2024-03-21T01:40:26Z,0,"Tidak salah aku memilihmu Jendral. Meskipun pada hari pencoblosan aku sakit, tapi demi bapak. Aku lawan sakitku. Selamat ya Pak."
@talangmarak5134,Mantap pak ..,2024-03-21T01:39:32Z,0,Mantap pak.
@officarmanullang4806,"Tugas Saya sdh selesai JENDRAL..."" AKU TITIPKAN SUARA RAKYA YG BERKUASA INI UNTUK DI PERGUNAKAN MEMBAWA BANGSA INI MENJADI NEGARA MAJU DAN SEJAHTERA..",2024-03-21T01:39:09Z,0,Tugas saya sudah selesai JENDRAL... Aku titipkan suara rakyat yang berkuasa ini untuk digunakan membawa bangsa ini menjadi negara maju dan sejahtera.
@Black22741,"Jawa timur hadirrr..bojonegoro,",2024-03-21T01:39:05Z,0,"Jawa Timur hadir Bojonegoro, semoga pasangan calon nomor urut 01 dan 03 dapat memberikan yang terbaik untuk daerah ini."
@ZulFahmi-q1j,GAS SPONTAN 02 MANTAP OKE THANKS,2024-03-21T01:39:00Z,0,GAS SPONTAN 02 MANTAP OKE TERIMA KASIH
@JuraganAsbak,Gibran Kok Gak mendapingi ya ?,2024-03-21T01:39:00Z,0,Gibran tidak mendampingi ya?
@ritaatna1476,"Doa seluruh rakyat indonesia akhirnya,  pak prabowo 2024  presidenku",2024-03-21T01:38:45Z,0,"Doa seluruh rakyat Indonesia akhirnya, Pak Prabowo 2024 presidenku."
@agungsayoga4240,Selamat Bli Prabowo...Presidenku ....Rahayu,2024-03-21T01:37:31Z,1,Selamat Pak Prabowo...Presidenku....Rahayu
@hendrirahayu2744,selamaat pak prabowo semoga amanah dalam menjalankan tugas negara demi kemajuan seluruh rakyat indonesia.,2024-03-21T01:36:31Z,0,"Selamat pak Prabowo, semoga amanah dalam menjalankan tugas negara demi kemajuan seluruh rakyat Indonesia."
@delfibendalina5314,Selamat menjalankan amanat rakyat ️,2024-03-21T01:36:25Z,0,Selamat menjalankan amanat rakyat
@tenaalamsyah4999,Sambut pimpinan negri,2024-03-21T01:36:24Z,0,Sambut pimpinan negara
@aguswidodo7772,putraku ikut andil jadi saksi 02 di TPS,2024-03-21T01:36:15Z,0,Putri saya ikut serta menjadi saksi 02 di TPS
@Njunx10minutesastro,"Pak Prabowo masih harus bersabar sampe oktober nanti, selamat pak,kami titipkan negeri ini padamu",2024-03-21T01:35:42Z,0,"Pak Prabowo masih harus bersabar sampai Oktober nanti, selamat pak, kami titipkan negeri ini padamu."
@galanggeleng4206,Komisi atuh bosss...ora punya kopi pisan ini,2024-03-21T01:35:24Z,0,Komisi atuh bosss...tidak punya kopi pisan ini
@sarsar1557,"Semoga menjadi pemimpin yang amanah, jujur dan adil",2024-03-21T01:34:26Z,0,"Semoga menjadi pemimpin yang amanah, jujur, dan adil."
@unknowncreaturs67,mandat rakyat ato mandat wowo pak :v,2024-03-21T01:33:27Z,0,mandat rakyat ato mandat prabowo pak
@AFKAR_GANTENG,Alhamdulillah,2024-03-21T01:33:14Z,1,Alhamdulillah
@ReyviantiniChanel,"Selamat ya bapak jendral semoga amanah aamiin,,,trus saya cuman minta satu permintaan pak,,kami para BMI jangn di persulit dgn peraturan biacukai pak,,kami di luar negeri cuman pengen pulang kampung untk keluarga kami ,kami bawa oleh2 buat mereka,knp harus di batasi pak,,kami di luar negeri banyak barang pak ,krn kami di luar negeri lama,otomatis beli banyak barang,,,pak kami pulang ke indonesia merasa sulit pak,takut untk pulang krn harus bayar denda barang kami,,,kami para BMI penyumbang Devisa negara terbesar nomer 2 pak,knp harus di persulit,,ini saya mewakili para BMI pak,,,makasih",2024-03-21T01:31:21Z,0,"Selamat ya Bapak Jenderal, semoga amanah aamiin. Saya cuma minta satu permintaan Pak, kami para BMI jangan dipersulit dengan peraturan bea cukai Pak. Kami di luar negeri cuma ingin pulang kampung untuk keluarga kami, kami bawa oleh-oleh buat mereka. Kenapa harus dibatasi Pak? Kami di luar negeri banyak barang Pak, karena"
@masarissteam9122,Selamat Bekerja Bapak Prabowo dan Mas Gibran. Semoga Allah selalu melindungi setiap jalan kebaikan Bapak. Menuju Indonesia Maju 2045.,2024-03-21T01:31:17Z,0,Selamat Bekerja Bapak Prabowo dan Mas Gibran. Semoga Allah selalu melindungi setiap jalan kebaikan Bapak. Menuju Indonesia Maju 2045.
@sugiyati6963,"Alhamdulillah  2 kali memilihmu ...semoga bpk selalu dalam lindungan Alloh ,diberi kesehatan ,panjang umur, di beri kemudahan untuk  menjalankan tugas yg dititipkan rakyat kepada bpk  ..",2024-03-21T01:30:54Z,0,"Alhamdulillah dua kali memilihmu, semoga Bapak selalu dalam lindungan Allah, diberi kesehatan, panjang umur, diberi kemudahan untuk menjalankan tugas yang dititipkan rakyat kepada Bapak."
@melkyumbudikkyrawambaku5526,"Tidak sia2 memilihmu dr 2014,2019 dan 2024..kami harapkan yg terbaik darimu jendral.. love you full..
Salam dr Sumba-NTT..️️",2024-03-21T01:30:05Z,28,"Tidak sia-sia memilihmu dari 2014, 2019, dan 2024. Kami harapkan yang terbaik darimu, Jendral. Love you full. Salam dari Sumba-NTT."
@laboratoiumsanjiwani7652,fahri hamzah ga dapat salaman,2024-03-21T01:29:59Z,0,Fahri Hamzah tidak dapat salaman
@riasoebagjo7143,"Akankah pemerintahan ""gaya"" Orde Baru menguasai Indonesia kembali .... ?",2024-03-21T01:29:18Z,0,Akankah pemerintahan Orde Baru menguasai Indonesia kembali .... ?
@newfantacity,"9:08
Saya belum disebut pak",2024-03-21T01:29:03Z,0,Saya belum disebut pak
@rinis-no1dq,Menang dengan kecurangan..astagfirullah..Allah tdk tidur,2024-03-21T01:28:32Z,0,Menang dengan kecurangan.. astagfirullah.. Allah tidak tidur
@JuniYari,02,2024-03-21T01:28:10Z,0,02 = Pasangan calon nomor urut 2
@sudirmanbaso4631,Selamat Jendral,2024-03-21T01:28:01Z,0,Selamat Jendral
@nicolasfransiscus3730,Congratulations bapak,2024-03-21T01:27:28Z,0,Selamat bapak
@firmannoorsirdan6439,Assalamu'alaikum Menag curang!,2024-03-21T01:27:05Z,0,Assalamu'alaikum Menag curang!
